Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-53,44.9823494,1896.28,90,1,1,4.32,3
-53,0,60960.36,90,1,1,0,2
-53,15.0601635,796.09,90,1,1,3.35,3
-55,0,64898.32,90,1,1,0,3
-51,2.470020294,1195.96,90,1,1,4.4,3
-71,0,156.95,60,1,1,0,4
-51,0.9148223996,1194.53,90,1,1,4.5,3
-65,2.349999905,170.39,60,1,1,3.44,3
-55,0,80011.32,90,1,1,0,1
-85,2.349999905,1544.42,60,1,1,3.92,3
-51,0.4104875326,1224.35,90,1,1,4.75,4
-69,2.349999905,1544.42,60,1,1,3.67,3
-51,0,81692.93,90,1,1,0.71,3
-51,35.23006821,968.94,89.63,1,1,5.06,4
-75,2.349999905,1544.42,60,1,1,3.77,1
-67,2.349999905,2293.69,60,1,1,3.86,1
-51,59.41004181,297.33,90,1,1,4.7,3
-97,0,115.15,60,1,1,0,4
-75,2.349999905,3200.39,60,1,1,3.63,4
-61,63.30007935,1022.25,90,1,1,4.72,3
-79,2.349999905,3636.49,60,1,1,3.38,3
-96,18.01000023,889.3,90,1,2,0.67,4
-51,67.8700943,1462.34,90,1,1,4.54,3
-71,2.349999905,4247.08,60,1,1,3.34,1
-51,13.57999992,2116.58,80.43,0,1,0.51,2
-65,0,313.12,60,1,1,4.29,3
-51,76.89034271,2177.3,90,1,1,4.47,4
-51,62.54001999,611.11,89.95,1,1,3.84,3
-67,0,122.84,60,1,1,3.6,3
-55,18.59000015,11974.26,90,1,1,0,3
-51,42.09000015,650.28,90,1,1,5.79,4
-101,0,115.15,60,1,1,0,4
-59,0,856.76,60,1,1,3.82,3
-51,18.59000015,16124.87,90,1,1,0.51,1
-51,25.45003128,580.71,90,1,1,4.71,4
-80,18.59000015,25406.81,90,1,2,0.57,4
-51,7.920309544,273.42,90,1,1,4.82,4
-53,5.360000134,175.58,90,1,1,4.27,1
-51,0.4866209924,216.09,90,1,1,4.05,3
-83,0,526.37,60,1,1,3.75,3
-53,0,2673.12,90,1,1,0,1
-51,0.349999994,194.49,90,1,1,4.61,4
-61,0,104.53,60,1,1,3.69,1
-51,7.927735806,239.01,90,1,1,4.67,4
-55,0,7154.39,90,1,1,0.81,2
-51,26.67000008,136.55,90,1,1,4.41,3
-75,3.75,227.38,60,1,1,3.9,1
-87,0,240.64,60,1,1,3.37,2
-51,30.23016548,821.33,90,1,1,4.21,4
-51,0,19064.36,90,1,1,0.39,2
-51,40.12275314,1324.88,90,1,1,6.33,3
-63,0,26480.7,90,1,1,0,1
-51,27.4767704,200.2,90,1,1,5.25,3
-51,0,35469.79,90,1,1,0,1
-81,5.289999962,366.68,60,1,1,3.68,3
-51,29.97001457,1262.98,90,1,1,5.63,4
-77,0,395.8,60,1,1,3.68,1
-51,0,48803.52,90,1,1,0,2
-83,1.370000005,560.54,60,1,1,3.51,3
-87,8.829999924,739.58,60,1,1,3.47,2
-51,4.380000114,356.94,90,1,1,4.57,4
-73,0,229.88,60,1,1,3.73,3
-75,0,66007.68,90,1,0,1.26,4
-85,10.32999992,411.47,60,1,1,3.64,3
-53,34.60069656,1406.33,90,1,1,4.79,2
-77,7,348.51,60,1,1,3.8,2
-59,47.77030182,2836.99,90,1,1,4.07,3
-55,49.35007858,2967.87,90,1,1,4.76,2
-71,0,96051.87,90,1,1,0.66,3
-83,49.92102051,1524.79,90,1,1,4.7,1
-53,0,104290.6,90,1,1,0,1
-51,15.76000404,289.15,90,1,1,6.45,3
-83,0,129035.98,90,1,1,0.45,3
-51,0.4606517255,963.05,90,1,1,4.42,1
-81,4.230000019,1295.03,60,1,1,3.5,3
-51,0,122159.71,90,1,1,0.41,1
-67,3.569999933,90.82,60,1,1,3.43,3
-51,30.3500061,318.13,90,1,1,4.27,3
-73,6.980000019,36.29,60,1,1,3.53,3
-51,35.21204758,978.61,90,1,1,6.18,3
-51,0,142021.22,47.09,0,1,0.51,1
-81,3.559999943,120.88,60,1,1,3.4,3
-67,1.460000038,60.94,60,1,1,3.32,1
-89,0,149359.72,90,1,1,0,4
-51,37.27837372,509.29,90,1,1,4.92,3
-51,0,154186.46,90,1,1,0,1
-57,38.3100853,616.01,89.87,1,1,6.72,3
-51,0,169730.35,90,1,1,2.53,2
-75,0,377.16,60,1,1,4.15,1
-51,38.32001114,665.15,90,1,1,4.24,2
-100,0,178648.96,90,1,2,0.6,4
-77,0,377.16,60,1,1,3.48,1
-77,33.54005432,917.33,90,1,0,5.16,3
-81,0,377.16,60,1,1,3.52,3
-57,0,181014.88,90,1,1,0.55,1
-63,31.54001617,2119.65,90,1,1,4.21,3
-81,0,349.27,60,1,1,3.9,1
-51,0,185259.32,90,1,1,0,1
-81,0,346.72,60,1,1,3.58,1
-51,22.39000893,347.03,90,1,1,4.66,3
-81,0,345.03,60,1,1,3.42,3
-97,0,189373.23,90,1,2,0.44,4
-53,0.4026164412,153.27,90,1,1,4.92,2
-75,0,344.4,60,1,1,3.16,1
-95,0,189373.23,90,1,2,0.47,4
-51,8.510147095,262.2,90,1,1,4.39,2
-104,0,190737.76,90,1,2,0.53,4
-51,30.80013084,783.1,90,1,1,4.61,2
-105,0,191547,90,1,2,0.45,4
-51,30.21001434,461.15,90,1,1,4.85,1
-90,0,86.28,90,1,2,0.59,4
-53,33.89311981,807.08,90,1,1,4.35,4
-103,0,572.75,90,1,2,0.51,4
-69,3.75,234.18,60,1,1,4.06,1
-51,39.20000076,251.85,90,1,1,4.93,3
-73,5.75,263.79,60,1,1,3.46,3
-102,0,572.75,90,1,2,0.88,4
-61,28.16008568,1243.17,90,1,1,6.24,3
-75,8.680000305,198.84,60,1,1,4.01,3
-102,0,572.75,90,1,2,0.53,4
-65,0,139.16,60,1,1,4.16,3
-79,25.62153244,3699.08,90,1,1,7.67,1
-59,0,109.14,60,1,1,3.83,3
-104,0,572.75,90,1,2,0.56,4
-57,20.52019691,450.41,90,1,1,4.4,2
-103,0,572.75,90,1,2,0.49,4
-51,0,311.91,90,1,1,4.32,3
-103,0,572.75,90,1,2,0.68,4
-51,21.34000969,1099.28,90,1,1,4.56,3
-105,0,572.75,90,1,2,0.49,4
-51,45.31720352,1137.89,90,1,1,3.89,2
-101,0,572.75,90,1,2,0.74,4
-51,48.39023209,525.91,90,1,1,4.62,2
-71,0.4799999893,261.49,60,1,1,3.77,3
-106,0,341.99,90,1,2,0.74,4
-73,4.099999905,141.95,60,1,1,3.39,3
-51,49.42124176,4448.15,90,1,1,4.21,3
-77,0,147.34,60,1,1,4.21,4
-93,0,451.89,90,1,2,0.46,4
-51,24.51066208,1049.03,90,1,1,4.56,2
-71,0,134.92,60,1,1,3.54,1
-114,0,1111.21,90,1,2,0.58,4
-51,21.99002075,192.23,90,1,1,4.68,3
-83,0.2399999946,232.48,60,1,1,3.46,3
-114,0,1128.43,90,1,2,0.77,4
-55,32.70156479,258.56,90,1,1,6.36,3
-71,0,790.87,60,1,1,3.53,1
-114,0,1125.42,90,1,2,0.69,4
-51,47.19501877,557.81,90,1,1,4,3
-92,0,684.18,90,1,2,0.45,4
-51,43.01005554,568.72,90,1,1,4.46,3
-89,0,494.74,90,1,2,0.67,4
-89,0,400.81,90,1,2,0.54,4
-51,18.20001221,736.11,90,1,1,4.42,4
-89,0,400.81,90,1,2,0.67,4
-51,11.97093964,499.56,90,1,1,4,3
-65,0,323.32,60,1,1,3.36,3
-69,0,242.04,60,1,1,3.4,3
-55,0.6399999857,262.98,90,1,1,4.15,2
-73,0,23.94,60,1,1,3.68,1
-51,10.63368702,107.06,90,1,1,4.34,2
-77,15.79681396,3184.25,90,1,1,5.63,3
-59,0,586.76,60,1,1,3.63,3
-111,0,182.22,60,1,2,2.86,3
-51,37.15628433,82.66,90,1,1,4.59,3
-71,0,518.36,60,1,1,3.33,3
-55,37.15628433,4194.66,90,1,1,4.59,1
-108,0,182.22,60,1,2,0.44,3
-87,0,218.35,60,1,1,3.69,3
-51,44.69054031,1677.72,89.95,1,1,6.32,2
-51,0.6299999952,181.94,60,1,1,3.56,3
-51,8.472574234,598.15,90,1,1,4.4,1
-105,0,182.22,60,1,2,0.46,3
-79,1.120000005,65.74,60,1,1,4.11,3
-53,11.84314156,144.63,90,1,1,3.97,2
-77,4.920000076,361.45,60,1,1,4.33,1
-53,37.15364075,447.77,90,1,1,4.27,2
-87,1.120000005,532.2,60,1,1,3.78,3
-55,51.66495132,510.31,90,1,1,4.49,3
-51,51.66495132,6078.75,90,1,1,4.41,3
-51,51.66495132,12323.81,90,1,1,3.88,4
-51,41.88999939,3192.09,90,1,1,4.45,3
-75,0,1554.38,60,1,1,3.39,3
-107,45.06100082,986.63,89.99,1,1,4.24,3
-51,43.53219604,395.49,90,1,1,4.11,2
-79,0,419.1,60,1,1,3.62,1
-111,0,182.22,60,1,2,1.16,4
-73,0,84.9,60,1,1,3.4,3
-59,45.26063538,1177.58,90,1,0,4.03,4
-83,0,518.53,60,1,1,3.61,3
-51,44.49210739,4558.3,90,1,1,17.51,4
-73,44.40022278,2958.62,90,1,1,3.73,4
-51,35.29009247,721.16,90,1,1,3.37,4
-51,43.77165222,462.97,90,1,1,2.84,4
-51,40.75004196,7612.07,90,1,1,3.5,3
-71,0,61.06,60,1,1,4.32,3
-111,0,182.22,60,1,2,0.73,4
-69,0,134.76,60,1,1,3.71,4
-67,0,137.33,60,1,1,3.65,3
-69,41.48005676,2037.22,90,1,0,2.67,4
-53,0,234.82,60,1,1,3.74,1
-71,41.4105835,1171.17,90,1,1,3.02,4
-73,1.179999948,204.04,60,1,1,3.61,3
-51,5.495688915,194.58,90,1,1,3.34,4
-63,9.779999733,266.85,60,1,1,4.58,1
-51,7.304628849,269.67,90,1,1,3.87,4
-51,1.660271049,309.03,90,1,1,2.5,3
-51,1.490536809,294.81,90,1,1,3.07,4
-51,0,306.09,90,1,1,3.1,3
-51,0,307.14,90,1,1,3.06,3
-73,0.5400000215,438.1,60,1,1,3.83,1
-77,0,307.01,90,1,1,4.01,4
-75,9.479999542,407.15,60,1,1,3.65,3
-83,0,307.01,90,1,1,2.89,3
-89,11.17000008,943.06,60,1,1,3.43,3
-93,0,667.63,60,1,1,3.62,3
-95,2.119999886,620.08,60,1,1,3.59,4
-110,0,182.22,60,1,2,1.3,3
-111,0,182.22,60,1,2,1.37,4
-111,0,182.22,60,1,2,1.21,4
-111,0,182.22,60,1,2,1.31,4
-111,0,182.22,60,1,2,1.18,4
-111,0,182.22,60,1,2,1.31,4
-112,0,182.22,60,1,2,1.24,4
-112,0,182.22,60,1,2,1.17,4
-112,0,182.22,60,1,2,0.83,4
-106,0,182.22,60,1,2,2.48,4
-51,0,300.86,90,1,1,3.44,4
-51,0,302.91,90,1,1,4.07,4
-51,0,303.62,90,1,1,3.08,2
-51,0,303.3,90,1,1,5.16,4
-51,0,303.06,90,1,1,2.57,4
-51,0,302.47,90,1,1,3.4,3
-87,2.450000048,272.76,60,1,1,0,3
-51,0,302.65,89.98,1,1,2.66,4
-73,0,303.12,60,1,1,0,1
-71,0,592.07,60,1,1,0,1
-51,0,302.11,90,1,1,2.75,4
-71,0,304.61,60,1,1,0,4
-51,0,302.43,90,1,1,2.66,3
-81,16.28000069,299.46,60,1,1,0,1
-77,13.10000038,179.94,60,1,1,0,3
-51,0,303.62,90,1,1,3.7,3
-51,0,304.5,90,1,1,3.61,3
-51,0,304.67,90,1,1,3.21,3
-51,0,304.8,90,1,1,2.89,4
-51,0,304.77,90,1,1,3.29,4
-73,14.61999989,245.96,60,1,1,0,3
-59,0,208.35,60,1,1,0,1
-51,0,304.59,90,1,1,3.23,4
-63,16.17000008,320.02,60,1,1,0,3
-87,13.72000027,736.24,60,1,1,0,3
-51,0,304.47,89.93,1,1,2.89,4
-79,2.589999914,475.04,60,1,1,0,1
-51,0,304.62,90,1,1,4.67,4
-85,0,530.69,60,1,1,0,3
-83,0,448.03,60,1,1,0,1
-51,0,304.9,90,1,1,3.99,4
-81,0.1599999964,527.4,60,1,1,0,1
-77,0,526.58,60,1,1,0,1
-51,0,304.37,90,1,1,3.35,3
-79,12.68000031,661.67,60,1,1,0,2
-59,8.010000229,168.73,60,1,1,0,3
-51,0,304.02,90,1,1,4.75,4
-81,12.72000027,617.35,60,1,1,0,3
-51,0,304.59,90,1,1,4.63,4
-51,0,304.8,90,1,1,3.2,4
-51,0,304.85,90,1,1,3.2,4
-51,7.050064087,760.74,90,1,1,3.27,4
-59,6.389999866,293.14,60,1,1,0,3
-51,22.3803215,366.04,89.99,1,1,2.91,4
-65,1.330000043,90.39,60,1,1,0,3
-51,40.38194275,755.43,90,1,1,3.97,4
-77,0,510.34,60,1,1,0,1
-69,5.860000134,570.25,60,1,1,0,1
-91,39.87687683,3599.29,90,1,1,4.96,3
-73,15.48999977,271.93,60,1,1,0,3
-63,0,546.55,60,1,1,0,1
-55,41.7791214,3438.27,90,1,1,9.87,3
-61,0,337.39,60,1,1,0,3
-69,11.18999958,542.1,60,1,1,0,1
-51,39.7009201,529.86,90,1,1,3.57,4
-79,3.779999971,1014.35,60,1,1,0,3
-53,38.59482193,1116.75,90,1,1,2.84,3
-85,4.909999847,444.43,60,1,1,0,1
-51,32.78009415,1492.39,90,1,1,17.42,4
-77,5.489999771,504.11,60,1,1,0,3
-51,43.16278076,134.44,90,1,1,4.14,4
-51,37.51079941,65.85,90,1,1,3.43,3
-51,42.8300209,958.58,90,1,1,4.01,4
-53,42.43030167,3025.94,90,1,1,4.25,3
-71,7,232.79,60,1,1,0,3
-67,7.150000095,472.07,60,1,1,0,3
-59,43.72165298,9921.67,90,1,1,4.28,1
-87,13.81999969,469.83,60,1,1,0,1
-113,0,884.34,60,1,1,2.27,4
-81,15.73999977,597.02,60,1,1,0,3
-65,37.96609116,6468.48,90,1,1,4.11,3
-77,12.10999966,450.23,60,1,1,0,4
-51,36.53016281,1340.68,90,1,1,4.16,3
-73,0,544.98,60,1,1,0,1
-59,15.09000015,251.35,60,1,1,0,1
-51,50.29039764,1174.43,90,1,1,3.95,4
-83,19.57999992,793.39,60,1,1,0,1
-81,20.87000084,753.7,60,1,1,0,2
-55,48.91004944,1610.04,90,1,1,3.95,4
-83,6.090000153,525.08,60,1,1,0,3
-87,0,2488.24,60,1,1,0,1
-51,46.49039078,1233.64,90,1,1,4.47,2
-81,2.839999914,420.37,60,1,1,0,1
-57,30.75004005,874.32,90,1,1,4.38,2
-57,46.08015823,1386.78,90,1,1,4.12,3
-51,41.57222366,1123.58,90,1,1,4.01,3
-51,37.61000061,643.24,90,1,1,4.02,1
-69,7.170000076,41553.7,60,1,1,0,3
-77,0,178.82,60,1,1,0,3
-87,5.929999828,284.34,60,1,1,0,3
-73,7.340000153,247.64,60,1,1,0,1
-77,14.02999973,460.92,60,1,1,0,1
-73,10.92000008,162.53,60,1,1,0,3
-63,25.96999931,2090.61,90,1,1,4.49,4
-53,0.1700000018,325.01,60,1,1,0,1
-51,14.42003155,538.47,90,1,1,4.27,4
-57,0,338.29,60,1,1,0,3
-86,0,454.91,90,1,2,0.77,4
-69,12.98999977,576.93,60,1,1,0,3
-51,1.279062152,211.35,90,1,1,4.37,3
-79,4.429999828,436.35,60,1,1,0,1
-86,0,429.98,90,1,2,0.6,4
-85,0,531.26,60,1,1,0,2
-51,0,201.91,90,1,1,4.26,3
-86,0,429.86,90,1,2,0.44,4
-51,18.90021324,1361.64,90,1,1,4.17,2
-86,0,429.07,90,1,2,0.8,4
-81,0,447.11,60,1,1,0,3
-51,29.64122391,1065.51,90,1,1,4.4,3
-86,0,429.19,90,1,2,0.87,4
-81,21.54000092,504.54,60,1,1,0,3
-57,14.35999966,273.04,60,1,1,0,1
-51,43.04195404,1319.62,90,1,1,4.38,3
-86,0.1700000018,455.95,90,1,2,0.52,4
-81,14.34000015,559.24,60,1,1,0,1
-83,5.579999924,280.61,60,1,1,0,4
-51,48.82004929,1868.44,90,1,1,4.71,3
-86,0.4099999964,444.16,90,1,2,0.5,4
-65,4.300000191,275.15,60,1,1,0,1
-53,0,44.23,60,1,1,0,1
-53,13.15000343,1845.16,90,1,1,4.5,1
-86,0,434.23,90,1,2,0.73,4
-51,2.309999943,210.76,90,1,1,4.55,2
-86,0,432.85,90,1,2,0.53,4
-51,22.76005554,165.25,90,1,1,4.05,2
-86,0,433.19,90,1,2,0.78,4
-51,20.11003876,684.21,90,1,1,4.12,3
-86,0,430.53,90,1,2,0.8,4
-51,45.15005493,66.71,90,1,1,4.48,2
-86,0,429.88,90,1,2,0.42,4
-51,49.62048721,233.09,90,1,1,4.01,2
-81,0,447.14,60,1,1,0,1
-86,0,429.26,90,1,2,0.96,4
-85,49.15001297,1246.73,90,1,1,4.59,2
-81,0,445.31,60,1,1,0,1
-86,0,429.33,90,1,2,1.01,4
-81,0,444.98,60,1,1,0,1
-86,0,429.09,90,1,2,0.4,4
-53,20.64087486,430.09,90,1,1,4.63,3
-79,0,444.27,60,1,1,0,1
-95,0,431.13,90,1,2,0.54,4
-79,0,444.16,60,1,1,0,1
-51,0.6399999857,260.5,90,1,1,3.95,3
-79,0,443.91,60,1,1,0,1
-95,1.129999995,440.81,90,1,2,0.64,4
-51,0,252.62,90,1,1,4.5,3
-79,0,443.43,60,1,1,0,1
-95,0.2599999905,439.28,90,1,2,0.43,4
-51,28.73025131,576.93,90,1,1,4.4,3
-79,0,443.72,60,1,1,0,1
-95,1.779999971,426.38,90,1,2,0.56,4
-112,0,182.22,60,1,2,1.44,4
-95,0,422.92,90,1,2,0.7,4
-95,0,422.47,90,1,2,0.52,4
-51,46.01003647,844.64,90,1,1,3.97,3
-112,0,182.22,60,1,2,1.18,4
-95,0,422.07,90,1,2,0.67,4
-51,39.28193665,577.19,90,1,1,4.3,2
-83,3.74000001,425.96,60,1,1,0,3
-95,0,424.15,90,1,2,0.95,4
-51,30.36008072,2204.35,90,1,1,4.37,3
-53,6.199999809,20889.28,60,1,1,0,1
-77,0.2599999905,40914.76,60,1,1,0,1
-53,24.80012894,275.78,90,1,1,4.33,2
-105,0.5299999714,410.73,90,1,2,0.45,4
-75,6.050000191,329.29,60,1,1,0,1
-81,0,173.89,60,1,1,0,3
-51,1.400035739,178.49,90,1,1,4.34,3
-92,2.549999952,670.31,90,1,2,0.46,4
-51,4.949999809,144.5,90,1,1,4.46,1
-77,5.670000076,6.54,60,1,1,0,3
-107,6,1394.77,90,1,2,0.62,4
-81,4.309999943,156.61,60,1,1,0,4
-112,0,182.22,60,1,2,1.51,4
-51,33.82024765,417.89,90,1,1,4.43,3
-53,2.140000105,20863.09,60,1,1,0,1
-96,0,460.92,90,1,2,0.48,4
-61,0,384.68,60,1,1,4.29,1
-65,0.9900000095,112.64,60,1,1,0,1
-51,32.05000305,652.32,90,1,1,15.91,3
-55,5.599999905,236.94,60,1,1,0,1
-89,12.14000034,790.37,60,1,1,5.1,1
-104,0,461.62,90,1,2,0.62,4
-67,3.349999905,103.5,60,1,1,0,1
-67,10.90999985,190.79,60,1,1,3.84,3
-51,23.42000198,2347.92,90,1,1,4.82,3
-103,0,461.67,90,1,2,0.72,4
-81,12.60999966,636.41,60,1,1,4.63,4
-51,39.21015549,1429.5,90,1,1,3.67,2
-104,0,463.02,90,1,2,0.4,4
-77,0,433.77,60,1,1,3.93,4
-87,8.760000229,767.54,60,1,1,3.68,3
-51,39.27008057,1803.81,90,1,1,4.19,3
-105,0,463.84,90,1,2,0.71,4
-51,30.22999954,291.68,90,1,1,4.15,2
-92,5.409999847,588.7,90,1,2,0.57,4
-93,5.539999962,211.73,90,1,2,0.49,4
-51,38.60037231,973.82,90,1,1,4.1,3
-95,2.519999981,585.84,90,1,2,0.72,4
-51,27.72058487,249.78,90,1,1,5.83,4
-102,2.519999981,585.84,90,1,2,0.69,4
-63,0,232.91,60,1,1,3.52,3
-51,0.6999999881,357.19,90,1,1,4.93,2
-63,0,232.08,60,1,1,4.33,1
-101,2.519999981,585.84,90,1,2,0.46,4
-65,1.299999952,232.13,60,1,1,3.44,3
-51,16.03123283,232.46,90,1,1,4.07,4
-104,2.519999981,585.84,90,1,2,0.71,4
-65,0,228.3,60,1,1,2.86,3
-77,32.5700531,2154.44,90,1,0,4.35,4
-77,0,302.69,60,1,1,0,2
-101,2.519999981,585.84,90,1,2,0.93,4
-65,0,222.56,60,1,1,3.78,3
-77,7.619999886,81.94,60,1,1,0,4
-51,40.83000565,2795.5,90,1,1,4.09,3
-63,0,222.12,60,1,1,3.45,4
-79,2.400000095,159.36,60,1,1,0,1
-104,2.519999981,585.84,90,1,2,0.59,4
-75,0,208.04,60,1,1,0,1
-65,0,221.82,60,1,1,4.16,1
-51,26.08001709,66.79,90,1,1,8.01,4
-103,2.519999981,585.84,90,1,2,0.68,4
-69,4.820000172,154.67,60,1,1,0,3
-65,0,205.86,60,1,1,3.73,1
-51,28.78025055,3168.95,90,1,1,4.46,3
-71,4.550000191,21050.69,60,1,1,0,1
-75,0,203.63,60,1,1,2.65,3
-104,2.519999981,585.84,90,1,2,0.69,4
-81,0.3400000036,160.2,60,1,1,0,1
-61,21.58000946,3055.89,90,1,1,4.54,3
-57,11.71000004,268.27,60,1,1,3.29,4
-102,2.519999981,585.84,90,1,2,0.54,4
-63,0,291.14,60,1,1,3.6,1
-57,26.10019302,5712.89,90,1,1,4.37,3
-104,2.519999981,585.84,90,1,2,0.53,4
-61,0,286.88,60,1,1,3.59,3
-51,28.39014244,46.34,90,1,1,3.69,4
-103,2.519999981,585.84,90,1,2,0.69,4
-51,34.62699509,3828.38,90,1,1,4.43,4
-102,2.519999981,585.84,90,1,2,0.45,4
-77,2.369999886,471.72,60,1,1,0,3
-83,0,533.89,60,1,1,0,3
-104,2.519999981,585.84,90,1,2,0.96,4
-87,0.7599999905,531.17,60,1,1,0,1
-51,33.72491837,1657.77,90,1,1,4.48,3
-87,0,405.32,60,1,1,0,1
-91,7.099999905,75.23,90,1,2,0.95,4
-81,0,404.95,60,1,1,0,1
-71,0,460.71,60,1,1,3.42,2
-85,15.21000004,1124.25,90,1,2,0.53,4
-79,0.1899999976,226.17,60,1,1,3.89,1
-51,8.228402138,928.13,90,1,1,12.01,4
-75,21.05999947,323.08,60,1,1,3.38,3
-99,0.1700000018,223.17,90,1,2,0.45,4
-83,0.3700000048,278.49,60,1,1,3.78,3
-53,3.570504189,255.27,90,1,1,3.87,3
-96,16.27000046,710.08,90,1,2,0.64,4
-77,5.820000172,138.84,60,1,1,5.35,1
-73,29.61000061,593.59,90,1,1,0.54,3
-95,20.46999931,5301.15,90,1,2,0.58,4
-51,38.52999878,646.42,90,1,1,0.4,2
-123,54.83000183,4474.12,53.05,0,2,0.84,4
-51,59.49000168,746.21,90,1,1,0.54,3
-51,59.49000168,11617.2,90,1,1,0,3
-51,67.05999756,1440.13,90,1,1,0,1
-51,67.01000214,229,90,1,1,0.51,3
-51,66.12000275,332.84,90,1,1,0,3
-63,0,225.42,60,1,1,3.64,3
-87,67.01000214,17604.9,22.79,0,1,0.83,1
-61,0,223.57,60,1,1,3.62,1
-61,0,221.71,60,1,1,3.7,3
-51,65.81999969,434.03,90,1,1,0.44,4
-63,0,221.71,60,1,1,3.51,1
-65,0,220.84,60,1,1,3.42,3
-51,43.65999985,203.77,90,1,1,0,3
-63,0,219.23,60,1,1,3.63,3
-51,51.18000031,4029.88,90,1,1,0,1
-63,0,219.78,60,1,1,3.38,3
-67,59.90000153,1328.55,90,1,1,1,2
-61,0,219.23,60,1,1,3.56,4
-51,66.85014343,1438.87,90,1,1,4.77,4
-63,0,218.81,60,1,1,3.91,1
-61,0,218.1,60,1,1,3.59,4
-51,70.76006317,565.65,90,1,1,4.6,4
-65,66.80999756,1961.86,90,1,1,0.59,4
-61,0,218.49,60,1,1,3.65,3
-83,8.75,447.89,60,1,1,0,1
-61,0,237.17,60,1,1,3.53,3
-51,68.19000244,1657.48,90,1,1,0,1
-83,15.88000011,584.32,60,1,1,0,1
-85,17.29000092,576.96,60,1,1,0,4
-51,64.58009338,575.41,90,1,1,5.91,4
-57,15.02999973,358.26,60,1,1,0,3
-57,65.12999725,2789.71,90,1,1,0,1
-63,5.730000019,205.34,60,1,1,0,1
-77,7.099999905,46.05,60,1,1,0,2
-83,68.12000275,7588.1,90,1,0,0.74,1
-51,66.72000122,1447.92,90,1,1,0.6,4
-61,0,227.56,60,1,1,3.39,3
-51,68.30000305,693.35,90,1,1,0,3
-63,0,231.75,60,1,1,3.73,3
-63,0,231.23,60,1,1,3.53,1
-51,66.73000336,1519.72,90,1,1,0,1
-51,78.1804657,1311.89,90,1,1,3.41,3
-63,0,230.61,60,1,1,3.43,1
-53,66.73000336,1519.72,90,1,1,0,2
-81,73.38017273,2982.01,90,1,1,4.16,1
-63,0,237.36,60,1,1,2.94,4
-63,6.420000076,146.25,60,1,1,0,1
-61,0,225.46,60,1,1,3.96,3
-81,12.68000031,517.05,60,1,1,0,1
-71,0,418.8,60,1,1,0,2
-61,0,225.49,60,1,1,3.38,3
-73,0,422.23,60,1,1,0,4
-63,0,224.45,60,1,1,3.26,4
-73,0,422.71,60,1,1,0,1
-51,67.61000061,2892.04,90,1,1,0,4
-61,0,223.98,60,1,1,3.61,1
-73,0,421.5,60,1,1,0,1
-73,0,419.46,60,1,1,0,1
-61,0,220.77,60,1,1,3.85,4
-55,67.61000061,1741.75,90,1,1,0,2
-63,0,220.21,60,1,1,3.41,1
-73,18.67000008,93.4,60,1,1,0,1
-59,0,1102.64,90,1,1,2.42,2
-61,0,220.84,60,1,1,3.78,3
-55,7.010000229,228.16,90,1,1,3.46,4
-71,15.73999977,150.79,60,1,1,0,3
-87,10.96000004,507.4,60,1,1,0,4
-59,9.370533943,205.1,89.9,1,1,3.72,2
-57,20.92000008,20252.8,90,1,1,0.56,2
-57,9.370533943,205.1,90,1,1,3.64,2
-51,9.430000305,196.58,90,1,1,0.97,3
-57,9.370533943,205.1,90,1,1,3.41,3
-92,5.809999943,295.4,90,1,2,0.61,4
-57,9.370533943,205.1,90,1,1,3.74,2
-61,0,229.19,60,1,1,3.65,3
-59,9.370533943,205.1,90,1,1,3.1,3
-102,5.070000172,447.33,90,1,2,0.54,4
-63,0,216.19,60,1,1,3.57,1
-77,2.970000029,196.99,60,1,1,0,3
-59,9.370533943,205.1,90,1,1,3.3,2
-102,5.070000172,447.33,90,1,2,0.84,4
-73,0.1800000072,122.4,60,1,1,3.83,1
-79,7.449999809,277.05,60,1,1,0,1
-77,4.139999866,24.47,60,1,1,0,2
-59,9.370533943,205.1,90,1,1,3.69,2
-83,2.299999952,98.56,60,1,1,3.81,3
-102,5.070000172,447.33,90,1,2,0.46,4
-73,0,52.65,60,1,1,0,1
-91,6.53000021,209.16,60,1,1,0,1
-59,0.2973213792,123.97,90,1,1,3.28,1
-96,7.980000019,587.77,90,1,2,0.83,4
-77,5.329999924,347.73,60,1,1,4.35,1
-79,0,169.3,60,1,1,0,1
-59,0.2973213792,123.97,90,1,1,3.55,2
-91,10.73999977,179.37,60,1,1,0,1
-73,11.52999973,92.36,60,1,1,4.33,3
-77,0,158.67,60,1,1,0,1
-59,0.2973213792,123.97,90,1,1,3.56,1
-75,0,230.37,60,1,1,3.72,3
-115,28.47999954,436.69,70.67,0,2,0.48,4
-77,0,141.67,60,1,1,0,3
-71,17.42000008,140.97,60,1,1,3.82,3
-59,0.2973213792,123.97,90,1,1,3.04,3
-77,2.099999905,142.08,60,1,1,0,1
-59,28.47999954,17520.95,90,1,1,0,4
-69,3.630000114,28.64,60,1,1,3.43,1
-83,1.799999952,134.78,60,1,1,0,3
-59,0.2973213792,123.97,90,1,1,3.29,2
-63,0,137.2,60,1,1,3.65,3
-51,28.47999954,17520.95,90,1,1,0,1
-61,2.155226231,91.58,90,1,1,3.67,1
