Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-84,0,2229.8,90,1,2,0.8,4
-81,5.429999828,984.24,60,1,1,0,3
-59,25.44397926,545.05,90,1,1,3.62,2
-65,4.929999828,307.03,60,1,1,0,1
-97,0,5497.39,90,1,2,0.56,4
-67,11.60999966,17.53,60,1,1,0,3
-81,22.45018005,366.36,90,1,0,3.33,4
-76,0,243.26,60,1,2,0.59,4
-83,13.68999958,139.44,60,1,1,0,3
-59,12.53251839,291.85,90,1,1,4.95,2
-83,0,1203.94,90,1,2,0.9,4
-69,18.26000023,75.48,60,1,1,0,3
-53,7.750316143,207.71,90,1,1,3.71,3
-75,17.54999924,709.44,60,1,1,0,1
-79,17.43000031,779.42,60,1,1,0,2
-84,0,254.22,60,1,2,0.56,4
-59,0,128.33,89.92,1,1,3.82,2
-81,1.710000038,472.17,60,1,1,0,2
-76,0,1544.95,90,1,2,0.78,4
-79,0,543.39,60,1,1,0,3
-57,0,128.33,90,1,1,3.98,2
-65,3,139.3,60,1,1,0,3
-76,0,1544.95,90,1,2,0.71,4
-57,0,128.33,90,1,1,3.42,2
-74,0,1544.95,90,1,2,1.26,4
-53,0,96.92,90,1,1,3.84,2
-76,0,1544.95,90,1,2,0.73,4
-57,0.6711930037,46.58,90,1,1,3.2,1
-81,0,1033.68,60,1,1,0,2
-83,0,408.59,60,1,1,0,1
-92,0,797.61,90,1,2,0.74,4
-59,0,104.49,90,1,1,3.42,1
-81,0,1055.85,60,1,1,0,3
-97,0,11610.35,60,1,0,0,4
-57,4.332262516,142.4,90,1,1,4.62,2
-110,0,3377.34,90,1,2,2.07,4
-91,0,123.41,60,1,1,0,4
-75,0,409.57,60,1,1,0,3
-63,6.660029888,322,90,1,1,2.91,1
-79,0,408.85,60,1,1,0,1
-90,0,6983.34,90,1,2,0.77,4
-75,0,405.18,60,1,1,0,1
-85,0,381.83,90,1,1,3.6,1
-95,0,11775.4,90,1,2,0.86,4
-81,1.080185175,446.52,90,1,1,5.12,3
-97,0,17178.35,90,1,2,0.59,4
-81,0,523.46,90,1,1,4.02,2
-81,0,521.89,90,1,1,3.63,3
-89,27.75,1710.06,60,1,1,0,4
-81,0,521.74,90,1,1,4.29,1
-75,0.2099999934,69.92,60,1,1,0,3
-77,0,244.99,60,1,2,0.87,4
-97,0,48218.99,90,1,2,0.6,4
-83,0,345.79,60,1,1,0,3
-81,0,751.64,90,1,1,5.27,2
-73,14.18999958,102.94,60,1,1,0,1
-108,0,59847.89,90,1,2,0.94,4
-67,0.5,321.4,60,1,1,0,1
-81,0,522.06,90,1,1,4.24,2
-85,10.56999969,41740.77,60,1,1,0,4
-61,0,41935.18,60,1,1,0,1
-81,0,521.82,90,1,1,4.5,2
-65,6.329999924,107.84,60,1,1,0,3
-97,0,83058.3,90,1,2,0.65,4
-91,0,479.98,60,1,1,0,4
-69,0,75.92,60,1,1,0,3
-81,0,521.52,90,1,1,4.59,2
-83,0.4900000095,510.36,60,1,1,0,3
-90,0,95990.27,90,1,2,0.52,4
-81,0,521.51,90,1,1,3.79,2
-89,9.130000114,877.1,60,1,1,0,1
-111,0,99444.2,51.74,0,2,0.57,4
-93,0.349999994,1037.34,60,1,1,0,1
-81,0,521.74,90,1,1,4.19,2
-93,0,1570.9,60,1,1,0,1
-92,0,116311.13,90,1,2,0.55,4
-81,0,521.4,90,1,1,4.31,4
-81,0,521.34,90,1,1,4.39,3
-91,8.5,1649.98,60,1,1,0,4
-51,0,127494.51,90,1,1,0.89,3
-81,0,520.71,90,1,1,3.84,1
-51,0,127494.51,90,1,1,0,2
-81,0,520.06,90,1,1,4.64,2
-77,0.8100000024,170.18,60,1,1,0,3
-105,0,130970.26,90,1,2,0.6,4
-81,0,519.56,90,1,1,4.08,1
-67,0,134.76,60,1,1,0,3
-73,8.210000038,228.09,60,1,1,0,1
-81,0,519.61,90,1,1,20.33,1
-93,7.53000021,226.76,60,1,1,0,1
-59,7.800000191,123.98,60,1,1,0,3
-81,0,519.38,89.78,1,1,3.86,1
-51,0,130970.26,90,1,1,0,3
-75,9.25,249.31,60,1,1,0,4
-65,1.860000014,97.89,60,1,1,0,1
-81,0,519.29,90,1,1,3.9,2
-77,0,223.74,60,1,1,0,1
-98,0,346.51,90,1,2,0.52,4
-81,2.670000076,993.62,60,1,0,0,3
-81,0,519.47,90,1,1,4.01,2
-83,0,357.89,60,1,1,0,2
-96,0,374.92,90,1,2,0.66,4
-79,0,39838.3,60,1,1,0,1
-79,0,519.38,90,1,1,3.93,3
-69,7.400000095,167.27,60,1,1,0,3
-96,0,374.92,90,1,2,0.44,4
-71,9.829999924,403.52,60,1,1,0,3
-79,0,519.26,90,1,1,3.91,1
-96,0,456.46,90,1,2,0.56,4
-81,0,519.11,90,1,1,4.07,1
-95,0,972.54,60,1,1,0,4
-96,0,456.46,90,1,2,0.4,4
-81,0,519.09,90,1,1,4.67,4
-96,0,435.83,90,1,2,0.52,4
-81,0,519.4,90,1,1,3.87,2
-96,0,435.83,90,1,2,0.67,4
-81,0,519.57,89.98,1,1,3.88,2
-96,0,443.76,90,1,2,0.61,4
-81,0,519.47,90,1,1,4.06,2
-96,0,443.76,90,1,2,0.4,4
-81,0,519.59,90,1,1,4.29,2
-97,2,947.43,60,1,1,0,4
-96,0,443.76,90,1,2,0.81,4
-81,0,519.54,90,1,1,4.65,2
-85,0,522.47,90,1,2,0.6,4
-81,0,519.31,90,1,1,4.19,2
-81,0,360.4,90,1,2,0.42,4
-81,0,519.6,90,1,1,3.59,1
-79,8.609999657,45.73,60,1,1,0,1
-83,0,381.53,90,1,2,0.62,4
-81,0,519.62,90,1,1,4.34,2
-87,0,551.12,60,1,1,0,1
-67,7.019999981,471.82,60,1,1,0,2
-75,0,385.05,59.91,1,1,0,4
-85,0,381.53,90,1,2,0.48,4
-81,0,519.36,90,1,1,3.91,2
-77,5.110000134,149.3,60,1,1,0,4
-113,4.809999943,1591.98,42.17,0,2,0.94,4
-75,8.800000191,273.76,60,1,1,0,3
-81,0,519.13,90,1,1,4.39,4
-106,0,664.49,90,1,2,0.44,4
-77,0,614.59,60,1,1,3.66,4
-77,1.50999999,20969.21,60,1,1,0,4
-79,0,519.15,90,1,1,4.64,2
-77,0,613.44,60,1,1,3.56,3
-79,0,358.22,60,1,1,0,1
-105,0.5,728.89,90,1,2,0.53,4
-81,0,613.21,60,1,1,3.57,3
-79,0,519.12,90,1,1,4.63,1
-105,0,710.18,90,1,2,0.78,4
-77,0,613.38,60,1,1,3.34,3
-79,0,519.16,90,1,1,4.47,2
-77,0,609.16,60,1,1,3.96,3
-105,0.2700000107,822.39,90,1,2,0.41,4
-75,0,384.41,60,1,1,0,4
-77,0,615.74,60,1,1,3.83,1
-77,0,519.14,90,1,1,6.21,3
-105,0.6899999976,830.14,90,1,2,0.46,4
-77,0,614.62,60,1,1,3.96,1
-77,5.420000076,189.29,60,1,1,0,1
-79,0,519.14,89.96,1,1,4.53,1
-105,0,784.88,90,1,2,0.65,4
-83,4.670000076,284.15,60,1,1,0,4
-79,0,519.57,90,1,1,3.84,2
-83,0.1700000018,20379.16,60,1,1,0,1
-105,0,783.51,90,1,2,0.45,4
-73,5.380000114,449.53,60,1,1,0,3
-79,0,519.51,90,1,1,4.54,1
-83,10,232.51,60,1,1,0,2
-105,1.049999952,731.13,90,1,2,0.66,4
-83,5.21999979,173.37,60,1,1,0,1
-79,0,519.69,90,1,1,3.85,2
-77,7.659999847,105.72,60,1,1,0,1
-71,0,384.35,60,1,1,0,4
-105,1.730000019,694.87,90,1,2,0.45,4
-79,0,519.56,90,1,1,4,2
-79,0,617.45,60,1,1,3.78,3
-105,1.139999986,495.67,90,1,2,0.41,4
-79,0,519.49,90,1,1,3.9,2
-79,0,617.49,60,1,1,3.51,1
-105,0.7099999785,734.92,90,1,2,0.73,4
-79,0,617.56,60,1,1,3.66,3
-79,0,519.48,90,1,1,4.29,4
-81,0,618.21,60,1,1,4.43,1
-114,0,744.86,90,1,2,0.85,4
-79,0,519.34,90,1,1,4.4,2
-77,0,617.87,60,1,1,3.8,3
-114,1.850000024,593.67,90,1,2,0.4,4
-79,0,519.49,90,1,1,3.99,1
-77,0,617.7,60,1,1,3.48,4
-71,0,384.37,60,1,1,0,4
-114,0.7200000286,826.87,90,1,2,0.51,4
-81,0,617.71,60,1,1,3.23,1
-81,0,519.47,90,1,1,4.13,1
-75,0,617.41,60,1,1,3.93,3
-114,1.299999952,808.41,90,1,2,0.42,4
-79,0,519.47,90,1,1,3.73,3
-85,0,342.07,60,1,1,5.07,1
-114,0.8700000048,792.31,90,1,2,0.41,4
-81,0,616.68,60,1,1,4.03,1
-81,0,519.52,90,1,1,4.35,1
-81,0,616.24,60,1,1,3.46,3
-114,0.8199999928,874.8,90,1,2,0.78,4
-79,0,519.37,90,1,1,4.3,2
-75,0,333.03,60,1,1,3.69,3
-75,0,383.34,60,1,1,0,4
-114,0.4699999988,807.21,90,1,2,0.41,4
-79,0,519.39,90,1,1,4.1,2
-79,0,519.42,90,1,1,4.57,2
-114,2.519999981,751.97,90,1,2,0.41,4
-79,0,519.31,90,1,1,4.05,3
-114,0.2700000107,778.04,90,1,2,0.44,4
-77,0,519.26,90,1,1,4.21,2
-114,0.25,795.23,90,1,2,0.87,4
-77,0,519.04,90,1,1,4.06,2
-71,11.97999954,466.48,60,1,1,3.61,4
-114,0.7900000215,765.37,90,1,2,0.41,4
-79,5.5,238.93,60,1,1,0,4
-69,0,486.23,60,1,1,3.75,3
-81,0,519.02,90,1,1,4.85,4
-114,0.5699999928,761.6,90,1,2,0.4,4
-71,0.150000006,843.82,60,1,1,3.95,1
-81,0,519.05,90,1,1,4.54,2
-114,0.7599999905,783.32,90,1,2,0.74,4
-87,0.5600000024,601.65,60,1,1,4.29,3
-81,0,519,90,1,1,3.88,2
-85,0,110.14,60,1,1,3.87,1
-114,0.3300000131,807.47,90,1,2,0.42,4
-73,7.539999962,304.16,60,1,1,4.07,3
-81,0,518.96,90,1,1,4.48,2
-114,0,805.63,90,1,2,0.4,4
-73,6.289999962,358.92,60,1,1,3.72,3
-81,0,518.93,90,1,1,4.25,2
-77,0,245.95,60,1,1,3.87,4
-65,14.75,526.73,60,1,1,0,4
-114,0,805.63,90,1,2,0.62,4
-81,0,518.94,90,1,1,4.13,2
-71,0,326.07,60,1,1,3.77,1
-114,0.4600000083,745.21,90,1,2,0.41,4
-75,0,321.67,60,1,1,3.8,1
-81,0,518.95,90,1,1,3.96,2
-73,0,322.15,60,1,1,3.69,3
-114,0,764.28,90,1,2,0.88,4
-81,0,518.89,90,1,1,3.75,3
-75,0,322.1,60,1,1,3.74,1
-114,0.5199999809,707.88,90,1,2,0.74,4
-81,0,518.92,90,1,1,4.26,2
-114,0.3600000143,779.05,90,1,2,0.42,4
-81,0,518.86,90,1,1,4.2,2
-91,0,869.83,60,1,1,0,4
-114,1.450000048,699.75,90,1,2,0.69,4
-81,0,518.83,90,1,1,3.8,2
-114,0.6100000143,784.18,90,1,2,0.4,4
-81,0,518.83,90,1,1,3.71,3
-93,3.960000038,283.13,60,1,1,0,3
-65,12.57999992,307.11,60,1,1,0,2
-81,0,518.79,90,1,1,4.76,1
-114,0,726.18,90,1,2,0.41,4
-73,0,327.7,60,1,1,3.43,4
-83,4.409999847,378.13,60,1,1,0,1
-73,0,323.43,60,1,1,3.98,1
-81,0,518.81,89.99,1,1,3.8,1
-114,0.9599999785,754.48,90,1,2,0.94,4
-69,4.980000019,110.74,60,1,1,0,1
-79,0,328.72,60,1,1,3.63,3
-67,0,145.38,60,1,1,0,1
-83,0,518.78,90,1,1,4.4,2
-95,0,415.96,60,1,1,0,4
-114,0.9599999785,781.43,90,1,2,0.77,4
-77,0,327.4,60,1,1,3.85,1
-69,0.400000006,241.37,60,1,1,0,3
-83,0,518.83,90,1,1,3.93,2
-77,0,328.07,60,1,1,3.64,1
-114,0.9599999785,781.43,90,1,2,0.42,4
-75,0,327.38,60,1,1,3.9,3
-83,0,518.9,90,1,1,4.04,2
-114,0.8500000238,796.77,90,1,2,0.63,4
-75,0,323.14,60,1,1,3.38,3
-83,0,518.93,90,1,1,4.16,2
-73,0,323.14,60,1,1,3.54,3
-114,0.4600000083,815.11,90,1,2,0.73,4
-83,0,518.91,90,1,1,4.46,1
-75,0,323.41,60,1,1,3.4,1
-114,1.070000052,772.06,90,1,2,0.41,4
-75,0,323.29,60,1,1,3.6,3
-81,9,111.64,60,1,1,0,4
-83,0,518.91,90,1,1,4.29,2
-114,0,806.55,90,1,2,0.78,4
-73,0.150000006,326.39,60,1,1,3.66,1
-83,0,519.03,89.93,1,1,4.32,2
-79,0,326.6,60,1,1,3.91,3
-114,0,813.69,90,1,2,0.86,4
-83,0,519,90,1,1,4.44,3
-114,1.100000024,783.55,90,1,2,0.44,4
-83,0,519.08,90,1,1,4.02,2
-114,0,787.8,90,1,2,0.75,4
-83,0,519.09,90,1,1,4.33,1
-75,0,1529.28,60,1,1,0,4
-114,0.7900000215,801.08,90,1,2,0.67,4
-81,0,519.11,90,1,1,4.07,2
-96,0.9599999785,808.17,90,1,2,0.41,4
-75,0,320.48,60,1,1,3.67,3
-79,0,519.16,90,1,1,3.71,2
-77,0,320.45,60,1,1,3.77,4
-96,0.4600000083,790.64,90,1,2,0.66,4
-79,0,519.18,90,1,1,4.22,4
-77,0,321.32,60,1,1,3.39,1
-97,0.4399999976,792.42,90,1,2,0.61,4
-79,0,519.19,90,1,1,4.09,2
-73,0,321.74,60,1,1,4.66,3
-73,4.860000134,363.52,60,1,1,3.42,3
-97,0,761.22,90,1,2,0.44,4
-79,0,519.19,90,1,1,3.79,3
-91,0,1398.54,60,1,1,0,4
-83,0,2578.2,60,1,1,3.83,2
-79,0,519.25,90,1,1,4.14,2
-97,0.75,770.22,90,1,2,0.68,4
-87,0,463.84,60,1,1,4.41,3
-79,0,519.22,90,1,1,4.12,2
-97,0.4399999976,800.48,90,1,2,0.66,4
-79,0,209.83,60,1,1,3.55,3
-81,6.300000191,726.3,60,1,1,3.84,3
-79,0,519.22,90,1,1,4.5,4
-97,0,805.48,90,1,2,0.43,4
-91,12.35000038,1804.39,60,1,0,3.65,1
-79,0,519.18,89.85,1,1,4.31,3
-97,0.6100000143,784.18,86.04,1,2,0.63,4
-103,12.82999992,394.65,60,1,1,3.75,3
-79,0,519.16,90,1,1,4.22,2
-99,7.610000134,6176.52,60,1,1,10.14,1
-97,0.9200000167,808.59,90,1,2,0.41,4
-65,0,182.48,60,1,1,0,4
-79,0,519.15,90,1,1,4.2,1
-97,1.00999999,785.19,90,1,2,0.38,4
-79,0,519.16,89.99,1,1,4.06,2
-97,0,795.8,90,1,2,0.77,4
-79,0,519.15,90,1,1,4.57,1
-97,0.2599999905,782.82,90,1,2,0.43,4
-79,0,519.07,90,1,1,3.86,1
-97,0.6399999857,775.94,90,1,2,0.44,4
-79,0,519.05,90,1,1,4.66,1
-65,0,182.84,60,1,1,0,4
-97,1.580000043,770.87,90,1,2,0.57,4
-79,0,519.06,89.95,1,1,4.15,1
-97,0.6299999952,785.1,90,1,2,0.72,4
-79,0.4099999964,512.01,90,1,1,4.14,1
-97,0,795.08,90,1,2,0.46,4
-77,0,508.53,90,1,1,4.04,2
-97,0,823.91,90,1,2,0.64,4
-77,0,509.3,90,1,1,4.14,1
-97,1.210000038,794.97,90,1,2,0.6,4
-65,0,183.1,60,1,1,0,4
-79,0,510.52,89.98,1,1,3.66,2
-97,0,806.46,90,1,2,0.47,4
-83,0,510.83,89.72,1,1,4.27,1
-83,0,510.56,90,1,1,4.43,4
-97,0,806.46,90,1,2,0.56,4
-83,0,510.67,90,1,1,3.88,2
-97,0,806.46,90,1,2,0.69,4
-81,0,510.92,89.98,1,1,4,1
-97,0,799.38,90,1,2,0.4,4
-65,0,183.18,60,1,1,0,4
-83,0,511.23,90,1,1,4.79,4
-97,0,838.47,90,1,2,0.64,4
-83,0,511.12,90,1,1,3.59,3
-97,0,838.47,90,1,2,0.64,4
-85,0,511.08,90,1,1,4.03,1
-97,0.4199999869,805.38,90,1,2,3.8,4
-83,0,511.1,90,1,1,4.25,1
-97,0.5899999738,779.42,90,1,2,0.52,4
-83,0,511.05,89.66,1,1,3.41,1
-97,0.8500000238,808.75,90,1,2,0.89,4
-65,0,183.02,60,1,1,0,4
-83,0,511.23,90,1,1,3.76,2
-97,0,816.07,90,1,2,0.44,4
-83,0,527.67,90,1,1,4.14,1
-97,0,781.45,90,1,2,0.7,4
-83,0,522.34,90,1,1,4.18,1
-97,0.5099999905,794.29,90,1,2,0.79,4
-83,0,522.09,90,1,1,4.38,2
-97,0.5699999928,827.2,90,1,2,0.54,4
-83,0,521.09,90,1,1,3.97,2
-65,0,182.96,60,1,1,0,4
-97,0,802.51,90,1,2,0.43,4
-83,0,520.9,90,1,1,3.69,2
-97,0,773.09,90,1,2,0.65,4
-83,0,520.86,90,1,1,4.02,2
-97,1.440000057,899.22,90,1,2,0.41,4
-83,0,520.51,90,1,1,3.99,2
-97,0.2599999905,790.96,90,1,2,0.57,4
-83,0,520.3,90,1,1,4.02,1
-77,2.519999981,262.56,60,1,1,0,3
-83,0,520.39,90,1,1,4.11,2
-97,1.090000033,791.72,90,1,2,0.48,4
-69,10.88000011,927.39,60,1,1,0,3
-65,0,183,60,1,1,0,4
-69,10.39000034,314.34,60,1,1,0,3
-83,0,520.44,90,1,1,3.92,2
-97,1.320000052,871.36,90,1,2,0.48,4
-75,0.5,149,60,1,1,0,3
-79,0,144.35,60,1,1,0,3
-83,0,520.39,90,1,1,4,2
-97,0.1599999964,831.93,90,1,2,0.71,4
-75,0,143.83,60,1,1,0,1
-81,0,520.12,90,1,1,3.89,1
-97,0.3799999952,836.97,90,1,2,0.67,4
-81,0,520.24,90,1,1,3.83,2
-97,1.070000052,835.78,90,1,2,0.38,4
-81,0,520.21,90,1,1,3.92,1
-65,0,182.92,60,1,1,0,4
-97,0.2800000012,818.31,90,1,2,0.56,4
-81,0,520.23,90,1,1,4.15,3
-97,0.4799999893,785.13,90,1,2,0.57,4
-81,0,520.13,90,1,1,4.14,2
-97,0.4799999893,785.13,90,1,2,0.42,4
-81,0,520.07,90,1,1,3.9,2
-97,0.4799999893,785.13,90,1,2,0.6,4
-81,0,520.21,90,1,1,3.75,2
-97,0.9599999785,809.83,90,1,2,0.7,4
-61,0,182.63,60,1,1,0,4
-81,0,520.26,90,1,1,4.31,2
-97,0.9599999785,809.83,90,1,2,0.42,4
-81,0,520.25,90,1,1,3.53,1
-97,0.9599999785,809.83,90,1,2,0.72,4
-81,0,520.24,90,1,1,3.86,1
-97,0.349999994,978.86,90,1,2,0.79,4
-79,0,520.23,90,1,1,4.16,2
-104,0,776.78,90,1,2,0.44,4
-79,0,520.77,90,1,1,4.91,1
-61,0,182.28,60,1,1,0,4
-90,0,776.78,90,1,2,0.64,4
-81,0,520.97,89.7,1,1,3.27,1
-81,0,520.96,90,1,1,4.38,3
-85,0,776.78,90,1,2,0.59,4
-81,0,520.89,90,1,1,3.82,2
-106,0,776.78,90,1,2,0.47,4
-81,0.4501110911,520.58,90,1,1,4.16,2
-82,0,1510.7,90,1,2,0.59,4
-81,0,530.98,90,1,1,3.84,2
-88,1.210000038,331.21,90,1,2,0.78,4
-61,0,182.39,60,1,1,0,4
-81,0,530.34,90,1,1,3.22,2
-95,0,307.51,90,1,2,0.46,4
-79,0,530.3,90,1,1,3.94,2
-95,0,307.51,90,1,2,0.55,4
-79,0,530.22,90,1,1,4.17,4
-95,0,307.51,90,1,2,0.68,4
-81,0,529.96,89.61,1,1,3.43,3
-95,0,307.51,90,1,2,0.39,4
-81,1.075406909,516.05,90,1,1,4.54,2
-95,0,307.51,90,1,2,0.42,4
-65,0,182.59,60,1,1,0,4
-79,0,516.99,90,1,1,4.13,2
-96,0,307.51,90,1,2,2.29,4
-79,0,517.26,90,1,1,3.64,1
-93,13.22999954,1130.42,60,1,1,4.08,2
-96,0,307.51,90,1,2,0.46,4
-83,13.32999992,676.45,60,1,1,3.63,4
-79,0,517.36,90,1,1,4.18,2
-95,15.32999992,477.31,60,1,1,3.98,4
-94,0,307.51,90,1,2,2.64,4
-79,0,517.48,90,1,1,3.82,1
-83,7.570000172,496.8,60,1,1,3.48,4
-95,0,734.6,90,1,2,0.41,4
-79,0,517.6,90,1,1,3.51,1
-89,12.97000027,757.89,60,1,1,3.72,1
-81,0,840.13,60,1,1,0,4
-61,13.93000031,154.35,60,1,1,3.5,4
-87,0,1720.36,90,1,1,0,1
-79,0,517.62,90,1,1,4.16,2
-79,0,517.78,90,1,1,3.89,2
-83,0,1720.36,90,1,1,0,1
-79,0,517.89,90,1,1,3.71,1
-108,0,1885.85,90,1,2,0.4,4
-79,0,518.03,90,1,1,4.2,2
-89,0,5536.4,90,1,1,0.44,3
-79,0,518.2,90,1,1,4.23,2
-81,0,5536.4,90,1,1,0,2
-71,13.5,261.44,60,1,1,0,4
-79,0,518.21,90,1,1,4.06,3
-79,11.48999977,53.65,60,1,1,3.95,3
-79,0,518.17,90,1,1,4.29,2
-71,10.93999958,149.14,60,1,1,4.24,3
-86,0,937.72,90,1,2,0.41,4
-79,0,199.16,60,1,1,4.11,3
-79,0,518.27,89.95,1,1,4.03,1
-95,0,6876.99,90,1,2,1.32,4
-73,0.6000000238,286.51,60,1,1,3.3,4
-77,0,518.26,90,1,1,4.19,2
-67,6.860000134,128.35,60,1,1,3.81,1
-90,0,19029.52,90,1,2,0.48,4
-79,0,518.27,90,1,1,3.89,1
-73,1.220000029,282.69,60,1,1,3.93,4
-79,0,792.59,60,1,1,0,4
-92,0,175.47,90,1,2,0.5,4
-63,1.080000043,36.97,60,1,1,3.4,3
-81,0,518.49,90,1,1,3.23,2
-69,2.609999895,109.13,60,1,1,3.86,1
-79,0,518.69,90,1,1,3.5,1
-73,8.760000229,106.07,60,1,1,3.61,1
-79,15.30000019,622.16,60,1,1,3.98,1
-73,9.090000153,323.33,60,1,1,3.33,4
-79,0,518.89,90,1,1,3.73,1
-79,10.96000004,442.46,60,1,1,4.14,1
-81,0,483.1,60,1,1,4.07,3
-85,0,12228.22,90,1,2,1.23,4
-73,21.45999908,700.69,60,1,1,4.13,4
-81,0,519.11,90,1,1,4.37,1
-85,4.989999771,2391.15,60,1,1,4.37,1
-69,0,1089.95,90,1,2,0.84,3
-81,0,791.61,60,1,1,0,4
-81,0,519.14,90,1,1,4.13,3
-83,19.31999969,3077.89,60,1,1,3.61,3
-51,0,61535.15,90,1,1,0.61,2
-79,0,519.27,90,1,1,3.82,1
-83,6.71999979,663.06,60,1,1,4.23,1
-87,0.9399999976,1585.76,60,1,1,4.21,3
-97,0,423.5,90,1,2,0.75,4
-81,0,519.41,90,1,1,4.3,2
-91,0,1182.41,90,1,2,0.67,4
-79,0,519.51,90,1,1,3.67,3
-79,0,519.56,90,1,1,4.11,4
-82,0,688.05,90,1,2,0.47,4
-89,0.1800000072,519.7,60,1,1,3.27,3
-81,0,791.05,60,1,1,0,4
-75,3.880000114,113.8,60,1,1,3.66,1
-79,0,519.68,90,1,1,3.93,1
-79,0,145.94,90,1,2,0.41,4
-77,3.150000095,320.43,60,1,1,3.32,1
-79,0,519.69,89.62,1,1,3.52,1
-75,0,17.95,90,1,2,1.48,4
-73,5.369999886,515.6,60,1,1,3.27,4
-79,0,485.78,60,1,1,4.29,3
-79,0,519.68,90,1,1,4.21,2
-83,2.460000038,228.86,60,1,1,3.7,3
-81,0,487.5,60,1,1,3.93,1
-77,4.659999847,541.19,60,1,1,4.19,4
-81,0,519.69,90,1,1,3.84,1
-83,0,488.23,60,1,1,3.94,1
-94,0,518.36,90,1,2,0.47,4
-77,9.850000381,228.99,60,1,1,4.18,2
-61,16.61000061,217.15,60,1,1,4.63,3
-85,3.060588121,330.06,90,1,1,3.62,2
-69,8.829999924,137.07,60,1,1,3.71,1
-75,16,857.15,60,1,1,0,4
-95,0.1700000018,885.84,60,1,0,4.28,1
-73,4.320000172,470.65,90,1,1,4.13,3
-77,11.10000038,242.87,60,1,1,3.9,4
-88,0,247.29,90,1,2,0.41,4
-65,1.340000033,26.39,60,1,1,3.82,3
-63,1.909999967,405.93,90,1,1,3.54,1
-65,0.4900000095,26.49,60,1,1,3.55,1
-55,5.030636311,251.94,89.74,1,1,2.81,2
-69,1.870000005,219.35,60,1,1,3.68,4
-79,0,247.29,90,1,2,0.65,4
-59,3.322544098,116.4,90,1,1,3.62,2
-82,0,221.72,90,1,2,0.62,4
-61,2.930068254,63.51,90,1,1,3.87,1
-63,0,50.78,90,1,1,3.47,4
-83,0,3367.53,90,1,2,0.41,4
-63,0,49.38,90,1,1,3.43,2
-86,0,6457.59,90,1,2,0.42,4
-61,0,48.65,90,1,1,3.35,3
-83,4.480000019,170.94,60,1,1,3.83,1
-89,5.630000114,194.43,60,1,1,3.4,1
-106,0,6457.59,90,1,2,0.44,4
-59,0,49.9,90,1,1,3.4,2
-87,1.980000019,317.52,60,1,1,4.6,3
-98,0,2315,90,1,2,0.62,4
-59,0,49.78,89.97,1,1,3.49,1
-81,0,1214.45,60,1,1,0,4
-65,2.660000086,47.88,60,1,1,3.58,1
-103,0,9119.94,90,1,2,0.74,4
-61,0,49.81,90,1,1,3.7,4
-71,1.549999952,86.01,60,1,1,3.8,1
-57,0,49.74,89.51,1,1,2.83,1
-59,0,49.74,90,1,1,4.24,3
-94,0,27824.88,90,1,2,0.66,4
-61,0,49.74,90,1,1,3.4,2
-59,0,49.66,90,1,1,3.15,3
-99,0,1393.11,60,1,1,0,4
-55,0,49.5,90,1,1,3.11,2
-55,0,49.5,90,1,1,3.4,4
-87,0,74088.36,90,1,2,0.59,4
-57,0,49.5,89.73,1,1,3.1,2
-98,0,89828.7,90,1,2,0.64,4
-55,0,49.13,90,1,1,3.66,2
-57,0,99538.11,90,1,1,0,3
-95,0,1391.21,60,1,1,0,4
-53,0,49.18,90,1,1,3.23,1
-71,9.199999809,538.37,60,1,1,3.44,4
-91,0,112591.88,90,1,2,0.46,4
-65,0.1800000072,47.75,60,1,1,3.36,3
-57,0,49.49,89.9,1,1,2.85,3
-51,0,2244.78,90,1,1,0,3
-67,0.7099999785,192.1,60,1,1,3.82,3
-71,7.790102482,535.18,90,1,1,3.84,3
-67,3.839999914,37.76,60,1,1,3.44,3
-75,9.119999886,533,60,1,1,3.34,3
-78,0,11655.69,90,1,2,0.61,4
-81,4.130000114,197.58,60,1,1,4.67,3
-81,6.199999809,269.32,60,1,1,3.67,3
-90,0,20765.94,90,1,2,0.49,4
-95,0,1390.76,60,1,1,0,4
-51,51.54000092,1043.45,90,1,1,3.78,3
-90,0,5751.3,90,1,2,0.62,4
-86,0,13983.2,90,1,2,0.56,4
-53,58.72129822,155.28,90,1,1,4.54,2
-51,74.73181152,1695.9,90,1,1,3.56,3
-94,0,759.95,90,1,2,0.65,4
-83,80.71669769,6774.55,90,1,1,4.76,2
-71,0,758.21,60,1,1,0,4
-51,0,21892.48,90,1,1,0,2
-51,0,21892.48,90,1,1,0,4
-69,1.159999967,145.82,60,1,1,3.41,4
-67,4.510000229,105.22,60,1,1,3.78,1
-51,81.47013855,809.37,90,1,1,4.71,4
-77,10.61999989,222.23,60,1,1,3.53,1
-51,83.02005768,534.03,90,1,1,5.96,3
-69,6.210000038,441.81,60,1,1,3.96,4
-51,81.39012146,739.82,90,1,1,4.74,4
-73,3.549999952,130.5,60,1,1,3.31,1
-95,10.25,1122.12,60,1,1,0,4
-51,80.90000916,580.13,90,1,1,4.73,3
-79,0,156.88,60,1,1,4,3
-51,82.49004364,582.37,90,1,1,4.02,1
-51,0,48939.83,90,1,1,0,2
